PairID,Algorithm,PlanningTime_ms,ExecutionTime_ms,Smoothness,PathLength
240,RRT*,5059,19504,0.00409173,5.38205
241,RRT,92,24511,0.00357457,4.8442
241,RRT*,5069,26860,0.00435964,6.69216
242,RRT,114,24524,0.0045089,5.36152
242,RRT*,5039,14355,0.00537933,3.76857
243,RRT,84,24653,0.00251966,7.99966
243,RRT*,5034,13251,0.0108154,1.57217
244,RRT,74,27142,0.00278431,5.73868
244,RRT*,5056,29676,0.00421676,4.8599
245,RRT,107,38811,0.00513247,6.43532
245,RRT*,5069,25386,0.00985539,5.97121
246,RRT,35,24050,0.00650135,2.83558
246,RRT*,5067,19444,0.00338389,4.39352
247,RRT,84,23955,0.00525204,3.71726
247,RRT*,5051,28478,0.00412614,4.10974
248,RRT,92,21078,0.00377308,6.18651
248,RRT*,5057,20812,0.00614389,4.16083
249,RRT,68,24691,0.00361524,4.59073
249,RRT*,5059,27873,0.00308865,5.53242
250,RRT,105,23305,0.00452692,6.45844
250,RRT*,5049,21051,0.0088688,3.74387
251,RRT,86,17463,0.00429038,5.69634
251,RRT*,5051,24310,0.00627829,4.13351
252,RRT,71,26068,0.00269193,5.24988
252,RRT*,5077,20220,0.00599261,4.12126
253,RRT,61,20960,0.00344968,5.43695
253,RRT*,5047,24811,0.00526943,4.34885
254,RRT,79,21410,0.00344544,4.73466
254,RRT*,5043,27418,0.00551705,4.21382
255,RRT,87,23176,0.00219228,4.51595
255,RRT*,5064,29113,0.0020027,4.52824
256,RRT,69,26387,0.00326604,4.15634
256,RRT*,5054,25199,0.0059045,5.11039
257,RRT,59,12717,0.0045273,5.09512
257,RRT*,5035,12748,0.0167423,1.44614
258,RRT,66,26985,0.00226752,5.56954
258,RRT*,5050,27482,0.00456183,4.34521
259,RRT,100,37335,0.00396661,8.20437
259,RRT*,5072,44054,0.00230954,5.28315
260,RRT,61,18285,0.00373957,4.70548
260,RRT*,5041,17645,0.00599718,3.15824
261,RRT,84,9957,0.00519001,2.88605
261,RRT*,5053,21730,0.00709658,4.50032
262,RRT,76,23462,0.00588088,4.02436
262,RRT*,5074,41739,0.00280701,4.6295
263,RRT,83,9779,0.00352295,6.7103
263,RRT*,5030,12900,0.0183247,1.28827
264,RRT,86,94,0.0133896,8.39441
264,RRT*,5063,26959,0.0106271,6.2044
265,RRT,122,25350,0.00449396,6.76494
265,RRT*,5053,26481,0.00861992,4.08367
